gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,latitude,longitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,decimalLongitude.1,decimalLatitude.1
1.30960023798523e-314,2791b3c1-f3cb-40f1-a157-6df1d8b76872,PUJ:MPUJ_REPT:263,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Helicops,Helicops angulatus,,SPECIES,"Helicops angulatus (Linnaeus, 1758)",Helicops angulatus,"(Linnaeus, 1758)",CO,,Putumayo,PRESENT,NA,0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2,0.438056,-76.784722,544,NA,306,0,NA,NA,,NA,NA,NA,2457699,2457699,PRESERVED_SPECIMEN,Pontificia Universidad Javeriana (PUJ),MPUJ-REPT,263,,Acosta Andrés Rymel,,CC_BY_NC_4_0,,Gómez Fabio,,,2020-10-07T11:03:35.971Z,,COORDINATE_ROUNDED,-76.784722,0.438056
1.30960023502083e-314,2791b3c1-f3cb-40f1-a157-6df1d8b76872,PUJ:MPUJ_REPT:262,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Helicops,Helicops angulatus,,SPECIES,"Helicops angulatus (Linnaeus, 1758)",Helicops angulatus,"(Linnaeus, 1758)",CO,,Putumayo,PRESENT,NA,0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2,0.438056,-76.784722,544,NA,306,0,NA,NA,,NA,NA,NA,2457699,2457699,PRESERVED_SPECIMEN,Pontificia Universidad Javeriana (PUJ),MPUJ-REPT,262,,Acosta Andrés Rymel,,CC_BY_NC_4_0,,Gómez Fabio,,,2020-10-07T11:03:35.971Z,,COORDINATE_ROUNDED,-76.784722,0.438056
1.30960020636502e-314,2791b3c1-f3cb-40f1-a157-6df1d8b76872,PUJ:MPUJ_REPT:238,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Thamnodynastes,Thamnodynastes pallidus,,SPECIES,"Thamnodynastes pallidus (Linnaeus, 1758)",Thamnodynastes pallidus,"(Linnaeus, 1758)",CO,,Putumayo,PRESENT,NA,0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2,0.405921,-76.908355,20677,NA,260,0,NA,NA,1996-04-30T00:00:00,30,4,1996,2454778,2454778,PRESERVED_SPECIMEN,Pontificia Universidad Javeriana (PUJ),MPUJ-REPT,238,,,,CC_BY_NC_4_0,,Gómez Fabio,,,2020-10-07T11:03:35.967Z,,,-76.908355,0.405921
1.30497185077761e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/40753285,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,Chelonoidis denticulatus,,SPECIES,"Chelonoidis denticulatus (Linnaeus, 1766)",Chelonoidis denticulatus,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.437333,-75.202139,31451,NA,NA,NA,NA,NA,2019-02-13T10:25:07,13,2,2019,5220281,5220281,HUMAN_OBSERVATION,iNaturalist,Observations,40753285,,Sal Scibetta,2020-03-26T14:04:37,CC_BY_NC_4_0,tsonkiri,tsonkiri,,,2020-10-18T15:11:20.352Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,-75.202139,-0.437333
1.30166810939591e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/47324430,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Erythrolamprus,Erythrolamprus aesculapii,,SPECIES,"Erythrolamprus aesculapii (Linnaeus, 1758)",Erythrolamprus aesculapii,,CO,,Putumayo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.508055,-76.481304,31,NA,NA,NA,NA,NA,2016-03-06T15:01:00,6,3,2016,2456090,2456090,HUMAN_OBSERVATION,iNaturalist,Observations,47324430,,Simon Ulloa Rengifo,,CC_BY_NC_4_0,Carlos Eduardo,Carlos Eduardo,,,2020-10-18T15:33:20.263Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,-76.481304,0.508055
1.30139558772632e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/47595450,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae,Morunasaurus,Morunasaurus annularis,,SPECIES,"Morunasaurus annularis (O'shaughnessy, 1881)",Morunasaurus annularis,,CO,,Putumayo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.648244,-77.067479,NA,NA,NA,NA,NA,NA,2019-03-05T13:19:00,5,3,2019,2471885,2471885,HUMAN_OBSERVATION,iNaturalist,Observations,47595450,,Simon Ulloa Rengifo,2020-05-28T20:38:40,CC_BY_NC_4_0,Blair Dudeck,Blair Dudeck,,,2020-10-18T15:11:43.293Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-77.067479,0.648244
1.29995011172386e-314,8c7b97ad-3d84-4793-ab27-f1faf41e1f20,IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:0315,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,Tupinambis cuzcoensis,,SPECIES,"Tupinambis cuzcoensis Murphy, Jowers, Lehtinen, Charles, Colli, Peres, Hendry & Pyron, 2016",Tupinambis cuzcoensis,Murphy et al. 2016,CO,Platanillo,Putumayo,PRESENT,NA,2a7e3080-28a9-11dd-97cd-b8a03c50a862,0.48503,-76.29539,NA,NA,176,0,NA,NA,2019-09-05T00:00:00,5,9,2019,8740142,8740142,MACHINE_OBSERVATION,Instituto de Investigaci—n de Recursos Biol—gicos Alexander von Humboldt (IAvH),Instituto de Investigaci—n de Recursos Biol—gicos Alexander von Humboldt (IAvH),,Platanillo1_2178_09050017.JPG,Adriana Restrepo,2020-01-01T00:00:00,CC_BY_NC_4_0,,Adriana Restrepo,,,2020-09-01T13:16:55.550Z,,,-76.29539,0.48503
1.29891308917806e-314,b349f235-926d-43ff-b6f7-fc3c1928f581,urn:catalog:MVZ-UCB:MVZ:33698:17bb41e66ba44fe271699e3c1a46c2a6,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,Boa constrictor,,SPECIES,"Boa constrictor Linnaeus, 1758",Boa constrictor,"Linnaeus, 1758",CO,near head Rio Putumayo,Putumayo,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,0.23696,-76.51766,NA,NA,0,0,0,0,,NA,NA,NA,2464899,2464899,PRESERVED_SPECIMEN,MVZ-UCB,MVZ,33698,,"Museum of Vertebrate Zoology, University of California, Berkeley",,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),A. Hermida,,,2020-10-07T12:37:14.179Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,-76.51766,0.23696
1.29773423323105e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315665,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis ortonii,,SPECIES,"Anolis ortonii Cope, 1868",Anolis ortonii,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-25T23:10:00,25,4,2004,2467651,2467651,HUMAN_OBSERVATION,iNaturalist,Observations,45315665,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:12,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:19:28.550Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29760529790759e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315644,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrocophias,Bothrocophias hyoprora,,SPECIES,"Bothrocophias hyoprora (Amaral, 1935)",Bothrocophias hyoprora,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-22T04:42:00,22,4,2004,2444964,2444964,HUMAN_OBSERVATION,iNaturalist,Observations,45315644,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:00,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:20.716Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29759936615544e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315645,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,Atractus snethlageae,,SPECIES,"Atractus snethlageae Da Cunha & Do Nascimento, 1983",Atractus snethlageae,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-22T22:42:00,22,4,2004,5223957,5223957,HUMAN_OBSERVATION,iNaturalist,Observations,45315645,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:00,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:40.453Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29759387609799e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315664,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Oxyrhopus,Oxyrhopus melanogenys,,SPECIES,"Oxyrhopus melanogenys (Tschudi, 1845)",Oxyrhopus melanogenys,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-23T23:15:00,23,4,2004,2455020,2455020,HUMAN_OBSERVATION,iNaturalist,Observations,45315664,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:11,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:14.410Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29753004281655e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315650,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Oxyrhopus,Oxyrhopus petolarius,,SPECIES,"Oxyrhopus petolarius (Linnaeus, 1758)",Oxyrhopus petolarius,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-22T23:10:00,22,4,2004,2454989,2454989,HUMAN_OBSERVATION,iNaturalist,Observations,45315650,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:04,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:32.260Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29749360596923e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315676,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,Atractus major,,SPECIES,"Atractus major Boulenger, 1894",Atractus major,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-26T23:28:00,26,4,2004,5223919,5223919,HUMAN_OBSERVATION,iNaturalist,Observations,45315676,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:19,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:24:00.848Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29748346428372e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42352640,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops atrox,,SPECIES,"Bothrops atrox (Linnaeus, 1758)",Bothrops atrox,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.2842,-76.17065,212,NA,NA,NA,NA,NA,2018-05-19T13:29:00,19,5,2018,5220775,5220775,HUMAN_OBSERVATION,iNaturalist,Observations,42352640,,Wolfgang Wüster,,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:22:12.258Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-76.17065,0.2842
1.29747467584401e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315683,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelus,Chelus fimbriata,,SPECIES,"Chelus fimbriata (Schneider, 1783)",Chelus fimbriata,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.095275,-75.083025,31451,NA,NA,NA,NA,NA,2007-10-08T10:45:00,8,10,2007,2441927,2441927,HUMAN_OBSERVATION,iNaturalist,Observations,45315683,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:23,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:26:54.244Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,-75.083025,-0.095275
1.29746872877583e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45315682,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,Micrurus surinamensis,,SPECIES,"Micrurus surinamensis (Cuvier, 1817)",Micrurus surinamensis,,PE,,Loreto,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.100444,-75.167972,613,NA,NA,NA,NA,NA,2004-04-27T23:40:00,27,4,2004,5227019,5227019,HUMAN_OBSERVATION,iNaturalist,Observations,45315682,,Mario Humberto Yánez-Muñoz,2020-05-08T23:04:23,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:33:29.330Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.167972,-0.100444
1.29003819885126e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32858677,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Cercosaura,Cercosaura argulus,,SPECIES,"Cercosaura argulus W.Peters, 1863",Cercosaura argulus,,CO,,Nariño,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.642395,-77.119355,100,NA,NA,NA,NA,NA,2019-09-14T12:20:58,14,9,2019,2450419,2450419,HUMAN_OBSERVATION,iNaturalist,Observations,32858677,,Daniel Vásquez-Restrepo,2019-09-16T21:33:33,CC_BY_NC_4_0,Orlando Acevedo-Charry,Orlando Acevedo-Charry,,,2020-10-18T15:11:02.494Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,-77.119355,0.642395
1.28917955228404e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371889,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Alopoglossus,Alopoglossus atriventris,,SPECIES,"Alopoglossus atriventris Duellman, 1973",Alopoglossus atriventris,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-17T23:55:00,17,4,2004,2450823,2450823,HUMAN_OBSERVATION,iNaturalist,Observations,42371889,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:43,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:14.536Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28917892136221e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371881,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,Epicrates cenchria,,SPECIES,"Epicrates cenchria (Linnaeus, 1758)",Epicrates cenchria,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-16T00:18:00,16,4,2004,2465228,2465228,HUMAN_OBSERVATION,iNaturalist,Observations,42371881,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:35,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:23.396Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28917887541411e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371887,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis trachyderma,,SPECIES,"Anolis trachyderma Cope, 1875",Anolis trachyderma,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-17T22:48:00,17,4,2004,2467648,2467648,HUMAN_OBSERVATION,iNaturalist,Observations,42371887,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:41,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:13.442Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.289178799328e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371885,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,Hemidactylus mabouia,,SPECIES,"Hemidactylus mabouia (Moreau De Jonnès, 1818)",Hemidactylus mabouia,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-17T05:13:00,17,4,2004,5959942,5959942,HUMAN_OBSERVATION,iNaturalist,Observations,42371885,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:39,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:34.745Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28917877067219e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371883,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Siphlophis,Siphlophis compressus,,SPECIES,"Siphlophis compressus (Daudin, 1803)",Siphlophis compressus,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-16T05:59:00,16,4,2004,5959405,5959405,HUMAN_OBSERVATION,iNaturalist,Observations,42371883,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:37,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:29.379Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28912294619487e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371902,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,Paleosuchus trigonatus,,SPECIES,"Paleosuchus trigonatus (Schneider, 1801)",Paleosuchus trigonatus,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-20T00:48:00,20,4,2004,2441394,2441394,HUMAN_OBSERVATION,iNaturalist,Observations,42371902,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:51,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:33.721Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28912196300423e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371904,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,Caiman crocodilus,,SPECIES,"Caiman crocodilus (Linnaeus, 1758)",Caiman crocodilus,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-20T00:56:00,20,4,2004,8953936,8953936,HUMAN_OBSERVATION,iNaturalist,Observations,42371904,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:54,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:23:44.137Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28907768978171e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42371896,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Dipsas,Dipsas catesbyi,,SPECIES,"Dipsas catesbyi (Sentzen, 1796)",Dipsas catesbyi,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.177306,-75.675917,212,NA,NA,NA,NA,NA,2004-04-18T22:32:00,18,4,2004,5223468,5223468,HUMAN_OBSERVATION,iNaturalist,Observations,42371896,,Mario Humberto Yánez-Muñoz,2020-04-17T05:02:46,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:20.798Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-75.675917,-0.177306
1.28632885328948e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42352593,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis trachyderma,,SPECIES,"Anolis trachyderma Cope, 1875",Anolis trachyderma,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.2842,-76.17065,212,NA,NA,NA,NA,NA,2018-05-17T13:51:00,17,5,2018,2467648,2467648,HUMAN_OBSERVATION,iNaturalist,Observations,42352593,,Mario Humberto Yánez-Muñoz,2020-04-16T23:12:00,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:32:25.368Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-76.17065,0.2842
1.2863287796737e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42276958,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae,Enyalioides,Enyalioides laticeps,,SPECIES,"Enyalioides laticeps (Guichenot, 1855)",Enyalioides laticeps,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.204341,-76.630614,212,NA,NA,NA,NA,NA,2004-04-01T00:06:00,1,4,2004,2471893,2471893,HUMAN_OBSERVATION,iNaturalist,Observations,42276958,,Mario Humberto Yánez-Muñoz,2020-04-15T23:38:20,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:17.990Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-76.630614,0.204341
1.28632830586475e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42289216,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Dipsas,Dipsas catesbyi,,SPECIES,"Dipsas catesbyi (Sentzen, 1796)",Dipsas catesbyi,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.202898,-76.280737,212,NA,NA,NA,NA,NA,2004-04-01T01:18:00,1,4,2004,5223468,5223468,HUMAN_OBSERVATION,iNaturalist,Observations,42289216,,Mario Humberto Yánez-Muñoz,2020-04-16T03:03:22,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:33:22.872Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-76.280737,0.202898
1.28632829301904e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42276959,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis fuscoauratus,,SPECIES,"Anolis fuscoauratus D'orbigny, 1837",Anolis fuscoauratus,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.204341,-76.630614,212,NA,NA,NA,NA,NA,2004-04-01T00:00:00,1,4,2004,2467558,2467558,HUMAN_OBSERVATION,iNaturalist,Observations,42276959,,Mario Humberto Yánez-Muñoz,2020-04-15T23:38:20,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:14.554Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-76.630614,0.204341
1.28632790171905e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42355158,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Imantodes,Imantodes cenchoa,,SPECIES,"Imantodes cenchoa Linnaeus, 1758",Imantodes cenchoa,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.2842,-76.17065,212,NA,NA,NA,NA,NA,2010-11-09T11:52:00,9,11,2010,8960303,8960303,HUMAN_OBSERVATION,iNaturalist,Observations,42355158,,Mario Humberto Yánez-Muñoz,2020-04-16T23:48:24,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:20:41.697Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,-76.17065,0.2842
1.28632731328686e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/42276957,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Alopoglossus,,,GENUS,"Alopoglossus Boulenger, 1885",Alopoglossus brevifrontalis,,EC,,Sucumbios,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,0.204341,-76.630614,212,NA,NA,NA,NA,NA,2004-04-01T01:07:00,1,4,2004,2450816,NA,HUMAN_OBSERVATION,iNaturalist,Observations,42276957,,Mario Humberto Yánez-Muñoz,2020-08-12T17:39:43,CC_BY_NC_4_0,Mario Humberto Yánez-Muñoz,Mario Humberto Yánez-Muñoz,,,2020-10-18T15:11:26.027Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK,-76.630614,0.204341
